area,link,location,name,number_of_bathrooms,number_of_bedrooms,price_per_metter
56,https://meeyland.com//tong-quan-o-trong-nha-co-4-phong-ngu-ban-nha-dien-tich-chuan-56m2-trong-vinh-niem-le-chan-1700058843843,"Lê Chân, Hải Phòng","Tổng quan ở trong nhà có 4 phòng ngủ bán nhà diện tích chuẩn 56m2 trong Vĩnh Niệm, Lê Chân",,4,
18,https://meeyland.com//nam-tren-bach-mai-hai-ba-trung-ban-nha-gia-ban-canh-tranh-chi-2-18-ty-trong-nha-gom-co-2-pn-3-wc-1700059688862,"Hai Bà Trưng, Hà Nội","Nằm trên Bạch Mai, Hai Bà Trưng bán nhà giá bán cạnh tranh chỉ 2.18 tỷ trong nhà gồm có 2 PN 3 WC",3,2,"121,11 Tr/m²"
1156,https://meeyland.com//vi-tri-dat-toa-lac-tren-phu-nhuan-ho-chi-minh-ban-nha-ban-ngay-voi-gia-dam-phan-24-ty-co-dien-tich-chinh-1156m2-cam-on-da-xem-tin-1700060279476,"Phú Nhuận, Hồ Chí Minh","Vị trí đặt tọa lạc trên Phú Nhuận, Hồ Chí Minh bán nhà bán ngay với giá đàm phán 24 tỷ có diện tích chính 1156m2 cảm ơn đã xem tin.",,,"20,76 Tr/m²"
66,https://meeyland.com//o-hang-gai-hoan-kiem-ban-nha-ban-ngay-voi-gia-hap-dan-tu-30-ty-dien-tich-chuan-66m2-can-nha-nay-4-pn-o-lau-dai-1700060577520,"Hoàn Kiếm, Hà Nội","Ở Hàng Gai, Hoàn Kiếm, bán nhà, bán ngay với giá hấp dẫn từ 30 tỷ diện tích chuẩn 66m2, căn nhà này 4 PN ở lâu dài",4,4,"454,55 Tr/m²"
128,https://meeyland.com//nha-3-phong-ngu-ban-nha-ban-ngay-voi-gia-cuc-tot-30-ty-co-dien-tich-chung-la-128m2-vi-tri-dat-toa-lac-ngay-nguyen-trong-tuyen-ho-chi-minh-1700062475179,"Tân Bình, Hồ Chí Minh","Nhà 3 phòng ngủ bán nhà bán ngay với giá cực tốt 30 tỷ có diện tích chung là 128m2 vị trí đặt tọa lạc ngay Nguyễn Trọng Tuyển, Hồ Chí Minh",4,3,"234,38 Tr/m²"
120,https://meeyland.com//vi-tri-hap-dan-nam-o-phan-tay-ho-phu-nhuan-ban-nha-ban-ngay-voi-gia-sieu-mem-23-ty-dien-tich-gom-120m2-tong-quan-can-nha-nay-gom-11-pn-gia-tot-nhat-1700064777110,"Phú Nhuận, Hồ Chí Minh","Vị trí hấp dẫn nằm ở Phan Tây Hồ, Phú Nhuận bán nhà bán ngay với giá siêu mềm 23 tỷ diện tích gồm 120m2 tổng quan căn nhà này gồm 11 PN giá tốt nhất",12,11,"191,67 Tr/m²"
85,https://meeyland.com//trong-nha-bao-gom-co-3-pn-ban-nha-dien-tich-chuan-85m2-vi-tri-dep-toa-lac-ngay-tai-buu-long-dong-nai-1700056845682,"Biên Hòa, Đồng Nai","Trong nhà bao gồm có 3 PN bán nhà diện tích chuẩn 85m2 vị trí đẹp tọa lạc ngay tại Bửu Long, Đồng Nai",2,3,
32,https://meeyland.com//dt-32m2-ban-nha-o-vi-tri-mat-tien-o-hoai-duc-ha-noi-huong-dong-nam-tong-quan-ben-trong-nha-co-3-pn-3-wc-cam-on-da-xem-tin-1700059141968,"Hoài Đức, Hà Nội","DT 32m2 bán nhà ở vị trí mặt tiền ở Hoài Đức, Hà Nội hướng Đông - Nam tổng quan bên trong nhà có 3 PN 3 WC cảm ơn đã xem tin.",3,3,"64,06 Tr/m²"
150,https://meeyland.com//ban-nha-o-co-dien-tich-chung-la-150m2-ban-ngay-voi-gia-thuong-luong-chi-30-ty-vi-tri-dat-nam-ngay-dong-da-ha-noi-1700059191009,"Đống Đa, Hà Nội","Bán nhà ở có diện tích chung là 150m2 bán ngay với giá thương lượng chỉ 30 tỷ vị trí đặt nằm ngay Đống Đa, Hà Nội",,,200 Tr/m²
60,https://meeyland.com//vi-tri-thuan-loi-nam-tai-linh-lang-ba-dinh-ban-nha-ban-ngay-voi-gia-huu-nghi-chi-14-ty-1700062183096,"Ba Đình, Hà Nội","Vị trí thuận lợi nằm tại Linh Lang, Ba Đình bán nhà bán ngay với giá hữu nghị chỉ 14 tỷ",,,"233,33 Tr/m²"
170,https://meeyland.com//vi-tri-dat-nam-ngay-tan-dinh-quan-1-ban-nha-co-dien-tich-chung-170m2-vao-o-ngay-1700062245347,"Quận 1, Hồ Chí Minh","Vị trí đặt nằm ngay Tân Định, Quận 1 bán nhà có diện tích chung 170m2 vào ở ngay",,,
52,https://meeyland.com//ban-nha-co-dien-tich-gom-52m2-toa-lac-gan-phuong-12-ho-chi-minh-tong-quan-trong-ngoi-nha-4-phong-ngu-3-wc-1700064298076,"Phú Nhuận, Hồ Chí Minh","Bán nhà có diện tích gồm 52m2 tọa lạc gần Phường 12, Hồ Chí Minh tổng quan trong ngôi nhà 4 phòng ngủ, 3 WC",3,4,
361,https://meeyland.com//ban-nha-dien-tich-chuan-361m2-mat-tien-nam-ngay-tren-phuong-4-quan-8-ban-ngay-voi-gia-sieu-khung-42-ty-1700064252139,"Quận 8, Hồ Chí Minh","Bán nhà diện tích chuẩn 361m2 mặt tiền nằm ngay trên Phường 4, Quận 8 bán ngay với giá siêu khủng 42 tỷ",,,"116,34 Tr/m²"
23,https://meeyland.com//ban-nha-vi-tri-thuan-loi-toa-lac-o-ly-thuong-kiet-go-vap-ban-ngay-voi-gia-hat-de-tu-2-74-ty-dien-tich-rong-23m2-nha-nhin-chung-co-2-phong-ngu-1700056171257,"Gò Vấp, Hồ Chí Minh","Bán nhà vị trí thuận lợi tọa lạc ở Lý Thường Kiệt, Gò Vấp bán ngay với giá hạt dẻ từ 2.74 tỷ diện tích rộng 23m2 nhà nhìn chung có 2 phòng ngủ",3,2,"119,13 Tr/m²"
50,https://meeyland.com//phia-trong-doi-can-ha-noi-ban-nha-gia-ban-cuc-soc-chi-5-ty-tong-quan-nha-co-tat-ca-4-phong-ngu-5-wc-1700057840459,"Ba Đình, Hà Nội","Phía trong Đội Cấn, Hà Nội bán nhà giá bán cực sốc chỉ 5 tỷ tổng quan nhà có tất cả 4 phòng ngủ 5 WC",5,4,100 Tr/m²
35.6,https://meeyland.com//vi-tri-mat-tien-nam-tai-phan-van-tri-phuong-11-ban-nha-ban-ngay-voi-gia-giao-luu-4-ty-tong-quan-co-2-phong-ngu-1700057772258,"Bình Thạnh, Hồ Chí Minh","Vị trí mặt tiền nằm tại Phan Văn Trị, Phường 11 bán nhà bán ngay với giá giao lưu 4 tỷ tổng quan có 2 phòng ngủ",,2,"112,36 Tr/m²"
31,https://meeyland.com//nha-gom-4-pn-ban-nha-ban-ngay-voi-gia-ban-giao-chi-2-6-ty-dien-tich-rong-31m2-vi-tri-dat-toa-lac-ngay-o-di-trach-ha-noi-1700058488769,"Hoài Đức, Hà Nội","Nhà gồm 4 PN bán nhà bán ngay với giá bàn giao chỉ 2.6 tỷ diện tích rộng 31m2 vị trí đặt tọa lạc ngay ở Di Trạch, Hà Nội",4,4,"83,87 Tr/m²"
210,https://meeyland.com//ban-nha-vi-tri-thuan-loi-toa-lac-gan-phu-huu-nhon-trach-gia-ban-cuc-tot-tu-6-5-ty-dien-tich-gom-210m2-1700059657613,"Nhơn Trạch, Đồng Nai","Bán nhà vị trí thuận lợi tọa lạc gần Phú Hữu, Nhơn Trạch giá bán cực tốt từ 6.5 tỷ diện tích gồm 210m2",,,"30,95 Tr/m²"
36,https://meeyland.com//trong-nha-tong-quan-gom-3-pn-ban-nha-o-co-dien-tich-gom-36m2-ban-ngay-voi-gia-khoang-4-88-ty-ngay-tai-trung-kinh-cau-giay-1700059646851,"Cầu Giấy, Hà Nội","Trong nhà tổng quan gồm 3 PN, bán nhà ở có diện tích gồm 36m2 bán ngay với giá khoảng 4.88 tỷ ngay tại Trung Kính, Cầu Giấy",4,3,"135,56 Tr/m²"
50.5,https://meeyland.com//tong-quan-nha-thi-gom-co-2-phong-ngu-ban-nha-o-dien-tich-chuan-50-5m2-gia-ban-chinh-chu-chi-5-1-ty-vi-tri-dep-o-nam-chau-phuong-11-1700060384166,"Tân Bình, Hồ Chí Minh","Tổng quan nhà thì gồm có 2 phòng ngủ, bán nhà ở diện tích chuẩn 50.5m2 giá bán chính chủ chỉ 5.1 tỷ vị trí đẹp ở Năm Châu, Phường 11",2,2,"100,99 Tr/m²"
205,https://meeyland.com//ban-can-nha-vi-tri-dat-toa-lac-ngay-tren-tan-dinh-quan-1-ban-ngay-voi-gia-mem-tu-62-ty-dien-tich-khoang-205m2-hay-nhac-may-goi-ngay-1700060468258,"Quận 1, Hồ Chí Minh","Bán căn nhà vị trí đặt tọa lạc ngay trên Tân Định, Quận 1 bán ngay với giá mềm từ 62 tỷ diện tích khoảng 205m2 hãy nhấc máy gọi ngay",,,"302,44 Tr/m²"
380,https://meeyland.com//toa-lac-ngay-tai-ho-xuan-huong-ho-chi-minh-ban-nha-ban-ngay-voi-gia-thuong-mai-chi-125-ty-1700060789234,"Quận 3, Hồ Chí Minh","Tọa lạc ngay tại Hồ Xuân Hương, Hồ Chí Minh bán nhà bán ngay với giá thương mại chỉ 125 tỷ",,,"328,95 Tr/m²"
1035,https://meeyland.com//ban-nha-vi-tri-dep-ngay-tren-duong-768-tan-phong-co-dien-tich-rong-1035m2-trong-ngoi-nha-nay-co-3-phong-ngu-1700060789194,"Biên Hòa, Đồng Nai","Bán nhà vị trí đẹp ngay trên Đường 768, Tân Phong có diện tích rộng 1035m2 trong ngôi nhà này có 3 phòng ngủ",2,3,
7425,https://meeyland.com//ban-nha-vi-tri-tiem-nang-quan-1-ho-chi-minh-ban-ngay-voi-gia-de-cu-tu-21-ty-co-dien-tich-gom-7425m2-1700060710104,"Quận 1, Hồ Chí Minh","Bán nhà vị trí tiềm năng Quận 1, Hồ Chí Minh bán ngay với giá đề cử từ 21 tỷ có diện tích gồm 7425m2",,,"2,83 Tr/m²"
80,https://meeyland.com//ban-ho-can-nha-vi-tri-thuan-loi-ngay-o-hoc-mon-ho-chi-minh-co-dien-tich-chung-80m2-tong-quan-trong-can-nha-co-3-pn-2-wc-cam-on-da-xem-tin-1700060678144,"Hóc Môn, Hồ Chí Minh","Bán hộ căn nhà vị trí thuận lợi ngay ở Hóc Môn, Hồ Chí Minh có diện tích chung 80m2 tổng quan trong căn nhà có 3 PN 2 WC cảm ơn đã xem tin.",2,3,
64,https://meeyland.com//ban-nha-o-dien-tich-khoang-64m2-ban-ngay-voi-gia-34-ty-vi-tri-dep-nam-o-nguyen-trai-quan-1-1700060836558,"Quận 1, Hồ Chí Minh","Bán nhà ở diện tích khoảng 64m2 bán ngay với giá 34 tỷ vị trí đẹp nằm ở Nguyễn Trãi, Quận 1",,,"531,25 Tr/m²"
103,https://meeyland.com//gia-nhinh-15-6-ty-ban-nha-dien-tich-khoang-103m2-phia-trong-cu-chinh-lan-khuong-mai-trong-ngoi-nha-nay-gom-3-pn-3-wc-o-lau-dai-1700060657247,"Thanh Xuân, Hà Nội","Giá nhỉnh 15.6 tỷ bán nhà diện tích khoảng 103m2 Phía trong Cù Chính Lan, Khương Mai trong ngôi nhà này gồm 3 PN 3 WC ở lâu dài",3,3,"151,46 Tr/m²"
30,https://meeyland.com//huong-dong-bac-ban-nha-dien-tich-gom-30m2-vi-tri-ngay-thanh-liet-thanh-tri-ban-ngay-voi-gia-hop-ly-tu-6-95-ty-tong-quan-gom-co-3-phong-ngu-3-wc-1700061891403,"Thanh Trì, Hà Nội","Hướng Đông - Bắc, bán nhà diện tích gồm 30m2 vị trí ngay Thanh Liệt, Thanh Trì bán ngay với giá hợp lý từ 6.95 tỷ tổng quan gồm có 3 phòng ngủ, 3 WC",3,3,"231,67 Tr/m²"
42,https://meeyland.com//dien-tich-42m2-ban-nha-o-vi-tri-dep-nam-o-thach-lam-phu-thanh-tong-quan-trong-can-nha-co-2-phong-ngu-2-wc-cam-on-da-xem-tin-1700064380618,"Tân Phú, Hồ Chí Minh","Diện tích 42m2 bán nhà ở vị trí đẹp nằm ở Thạch Lam, Phú Thạnh tổng quan trong căn nhà có 2 phòng ngủ 2 WC cảm ơn đã xem tin",2,2,
90,https://meeyland.com//ban-nha-pho-dep-duong-cong-hoa-phuong-04-quan-tan-binh-ho-chi-minh-1689507349246,"Tân Bình, Hồ Chí Minh","Bán nhà phố đẹp Đường Cộng Hoà, Phường 04, Quận Tân Bình, Hồ Chí Minh",6,4,"194,44 Tr/m²"
53,https://meeyland.com//ban-nha-pho-dep-duong-le-duc-tho-phuong-15-quan-go-vap-ho-chi-minh-1676542367392,"Gò Vấp, Hồ Chí Minh","Bán nhà phố Đường số 21, Phường 08, Quận Gò vấp, Hồ chí Minh",3,4,"122,64 Tr/m²"
38,https://meeyland.com//ban-nha-tan-khai-38m-x-5t-x-4-8-ty-lo-goc-o-to-cach-30m-1700015211930,"Hoàng Mai, Hà Nội","Bán nhà Tân Khai, 38m2 x 5 tầng x 4,8 tỷ, lô góc - ô tô cách 30m",3,3,"126,32 Tr/m²"
89,https://meeyland.com//ban-nha-hoang-cau-4-tang-89m-ngo-to-hon-pho-kinh-doanh-ngay-dem-dong-da-1700015165980,"Đống Đa, Hà Nội",Bán nhà Hoàng Cầu 4 tầng 89m2 ngõ to hơn phố kinh doanh ngày đêm Đống Đa,,4,"471,91 Tr/m²"
150,https://meeyland.com//ban-nha-pho-duong-hau-giang-phuong-04-quan-tan-binh-ho-chi-minh-1689526000753,"Tân Bình, Hồ Chí Minh","Bán nhà phố Đường Hậu Giang, Phường 04, Quận Tân Bình, Hồ Chí Minh",5,4,"163,33 Tr/m²"
64,https://meeyland.com//ban-nha-mat-tien-duong-so-9-phuong-16-quan-go-vap-ho-chi-minh-1686843636562,"Gò Vấp, Hồ Chí Minh","Bán nhà mặt tiền Đường Số 9, Phường 16, Quận Gò vấp, Hồ Chí Minh",7,6,"129,69 Tr/m²"
50,https://meeyland.com//ban-nha-xuan-la-ngoai-giao-doan-50m-4-ngu-an-sinh-dinh-chi-6-x-ty-1700015077961,"Tây Hồ, Hà Nội","Bán nhà Xuân La - Ngoại Giao Đoàn 50m2, 4 ngủ an sinh đỉnh chỉ 6,x tỷ",3,4,126 Tr/m²
48,https://meeyland.com//ban-nha-pho-dep-duong-nguyen-van-khoi-phuong-09-quan-go-vap-1670897477556,"Gò Vấp, Hồ Chí Minh","Bán nhà phố đẹp Đường Nguyễn Văn Khối, Phường 09, Quận Gò vấp",3,3,"108,33 Tr/m²"
210,https://meeyland.com//ban-can-ho-dich-vu-duong-so-3-phuong-09-quan-go-vap-ho-chi-minh-1678804838915,"Gò Vấp, Hồ Chí Minh","Bán căn hộ dịch vụ Đường Số 3, Phường 09, Quận Gò vấp, Hồ Chí Minh",35,35,"147,14 Tr/m²"
45,https://meeyland.com//ban-nha-phan-lo-cu-chinh-lan-54m-4-tang-mat-tien-4m-o-to-tranh-kinh-doanh-vp-nhinh-8-ty-0975124520-1700014982882,"Thanh Xuân, Hà Nội","Bán nhà phân lô Cù Chính Lan 54m2, 4 tầng, mặt tiền 4m ô tô tránh kinh doanh văn phòng",3,3,"197,78 Tr/m²"
52.5,https://meeyland.com//ban-gap-nha-dep-157-5m2-1ty9-3pn-tan-huong-tan-phu-1700015007273,"Tân Phú, Hồ Chí Minh","Bán gấp nhà diện tích 52,5m2, giá bán 1,9 tỷ sổ hồng riêng",3,3,"36,19 Tr/m²"
90,https://meeyland.com//ban-can-ho-dich-vu-duong-le-tho-phuong-08-quan-go-vap-ho-chi-minh-1694785842401,"Gò Vấp, Hồ Chí Minh","Bán căn hộ dịch vụ Đường Lê Thọ, Phường 08, Quận Gò vấp, Hồ Chí Minh",9,9,"96,67 Tr/m²"
30,https://meeyland.com//o-tai-tan-binh-ho-chi-minh-ban-nha-gia-ban-cuc-em-3-65-ty-dien-tich-rong-30m2-can-nay-co-3-pn-o-lau-dai-1700014956095,"Tân Bình, Hồ Chí Minh","Bán nhà ở Tân Bình, Hồ Chí Minh giá 3,65 tỷ",3,3,"121,67 Tr/m²"
42,https://meeyland.com//dt-42m2-ban-nha-o-vi-tri-thuan-loi-toa-lac-gan-phuong-21-binh-thanh-trong-can-nay-thi-gom-3-phong-ngu-4-wc-ho-tro-moi-thu-tuc-mien-phi-gia-mua-dich-1700014935122,"Bình Thạnh, Hồ Chí Minh","Bán nhà gần Phường 21, Bình Thạnh, diện tích 42,2m2",3,3,"73,81 Tr/m²"
31,https://meeyland.com//gia-chi-5-38-ty-ban-nha-dien-tich-gom-31m2-vi-tri-dat-ngay-trung-tam-dong-da-ha-noi-tong-quan-trong-can-nha-gom-5-phong-ngu-5-wc-vi-tri-thuan-loi-1700014893131,"Đống Đa, Hà Nội","Bán nhà giá 5,38 tỷ, diện tích 31m2 mặt tiền tọa lạc ở Đống Đa, Hà Nội",5,5,"173,55 Tr/m²"
60,https://meeyland.com//ban-nha-pho-quan-nhan-thanh-xuan-via-he-oto-kd-60m2-mt5-5m-5t-16ty-1700014867528,"Thanh Xuân, Hà Nội","Bán nhà phố Quan Nhân, Thanh Xuân, vỉa hè, ô tô, kinh doanh, 60m2, mặt tiền 5,5m, 6 tầng",5,5,"266,67 Tr/m²"
48,https://meeyland.com//vi-tri-mat-tien-tai-phuong-17-ho-chi-minh-ban-nha-ban-ngay-voi-gia-thuong-luong-4-3-ty-tong-quan-nha-nay-thi-gom-3-pn-3-wc-1700014819678,"Gò Vấp, Hồ Chí Minh","Bán nhà diện tích 48m2 tại Phường 17, Hồ Chí Minh",3,3,"89,58 Tr/m²"
28,https://meeyland.com//nha-co-2-phong-ngu-ban-nha-ban-ngay-voi-gia-mong-muon-3-5-ty-dien-tich-rong-28m2-vi-tri-dat-o-trung-tam-phuong-12-ho-chi-minh-1700014788480,"Quận 6, Hồ Chí Minh","Bán nhà giá 3,5 tỷ ở trung tâm Phường 12, Hồ Chí Minh",1,2,125 Tr/m²
33,https://meeyland.com//nha-gom-6-pn-ban-nha-o-co-dien-tich-rong-33m2-ban-ngay-voi-gia-hap-dan-8-5-ty-vi-tri-mat-tien-toa-lac-gan-hoang-sa-phuong-9-1700014788581,"Quận 3, Hồ Chí Minh","Bán nhà diện tích 33m2 gần Hoàng Sa, Phường 9",4,6,"257,58 Tr/m²"
20,https://meeyland.com//dt-20m2-ban-nha-o-vi-tri-ngay-tai-nguyen-dinh-chieu-ho-chi-minh-can-nha-co-2-pn-cam-on-da-xem-tin-1700014745666,"Quận 3, Hồ Chí Minh","Bán nhà tại Nguyễn Đình Chiểu, Hồ Chí Minh giá 4,95 tỷ",,2,"247,5 Tr/m²"
55.2,https://meeyland.com//boi-ly-do-rieng-ban-nha-co-dien-tich-gom-55-2m2-gia-ban-cuc-soc-chi-6-1-ty-vi-tri-tot-dat-nam-ngay-duong-so-19-phuong-8-cam-on-da-xem-tin-1693463514040,"Gò Vấp, Hồ Chí Minh","Công ty gặp chuyện bán nhà vị trí ở Phường 8, Gò Vấp bán ngay với giá khuyến mãi chỉ 6.1 tỷ có diện tích chính 55.2m2 cảm ơn đã xem tin.",,,"110,51 Tr/m²"
65,https://meeyland.com//can-nha-bao-gom-6-pn-ban-nha-o-co-dien-tich-chinh-65m2-gia-ban-chinh-chu-chi-14-5-ty-vi-tri-mat-tien-ngay-o-nguyen-xien-ha-dinh-1700059457725,"Thanh Xuân, Hà Nội","Căn nhà bao gồm 6 PN, bán nhà ở có diện tích chính 65m2 giá bán chính chủ chỉ 14.5 tỷ vị trí mặt tiền ngay ở Nguyễn Xiển, Hạ Đình",,6,"223,08 Tr/m²"
40,https://meeyland.com//ban-nha-vi-tri-dep-nam-tren-truong-sa-phuong-13-ban-ngay-voi-gia-hien-tai-chi-9-19-ty-dien-tich-khoang-40m2-trong-can-nha-nay-gom-4-phong-ngu-1700059499705,"Phú Nhuận, Hồ Chí Minh","Bán nhà vị trí đẹp nằm trên Trường Sa, Phường 13 bán ngay với giá hiện tại chỉ 9.19 tỷ diện tích khoảng 40m2 trong căn nhà này gồm 4 phòng ngủ",5,4,"229,75 Tr/m²"
45,https://meeyland.com//vi-tri-ngay-tren-thuy-khue-phuong-buoi-ban-nha-ban-ngay-voi-gia-thoa-thuan-6-3-ty-nha-co-tong-cong-3-phong-ngu-3-wc-1700060161924,"Tây Hồ, Hà Nội","Vị trí ngay trên Thụy Khuê, Phường Bưởi bán nhà bán ngay với giá thỏa thuận 6.3 tỷ nhà có tổng cộng 3 phòng ngủ 3 WC",3,3,140 Tr/m²
38,https://meeyland.com//vi-tri-dep-o-giai-phong-hoang-mai-ban-nha-ban-ngay-voi-gia-hien-tai-3-6-ty-tong-quan-nha-nay-3-phong-ngu-4-wc-1700060151276,"Hoàng Mai, Hà Nội","Vị trí đẹp ở Giải Phóng, Hoàng Mai bán nhà bán ngay với giá hiện tại 3.6 tỷ tổng quan nhà này 3 phòng ngủ 4 WC",4,3,"94,74 Tr/m²"
750,https://meeyland.com//ban-nha-o-co-dien-tich-750m2-ngay-dich-vong-cau-giay-1700060217961,"Cầu Giấy, Hà Nội","Bán nhà ở có diện tích 750m2 ngay Dịch Vọng, Cầu Giấy",,,
145,https://meeyland.com//ban-nha-vi-tri-mat-tien-nam-tai-thien-hien-my-dinh-1-ban-ngay-voi-gia-hap-dan-chi-24-ty-co-dien-tich-gom-145m2-1700061629929,"Nam Từ Liêm, Hà Nội","Bán nhà vị trí mặt tiền nằm tại Thiên Hiền, Mỹ Đình 1 bán ngay với giá hấp dẫn chỉ 24 tỷ có diện tích gồm 145m2",,,"165,52 Tr/m²"
165,https://meeyland.com//ban-nha-toa-lac-o-binh-loi-ho-chi-minh-gia-ban-chi-18-2-ty-co-dien-tich-chung-165m2-tong-quan-ngoi-nha-nay-4-pn-1700062291130,"Bình Thạnh, Hồ Chí Minh","Bán nhà tọa lạc ở Bình Lợi, Hồ Chí Minh giá bán chỉ 18.2 tỷ có diện tích chung 165m2 tổng quan ngôi nhà này 4 PN",5,4,"110,3 Tr/m²"
55,https://meeyland.com//ban-nha-dien-tich-55m2-vi-tri-thuan-loi-toa-lac-o-tan-mai-hoang-mai-1700062370722,"Hoàng Mai, Hà Nội","Bán nhà diện tích 55m2 vị trí thuận lợi tọa lạc ở Tân Mai, Hoàng Mai",,,
48.9,https://meeyland.com//nha-co-3-pn-ban-nha-ban-ngay-voi-gia-thoa-thuan-chi-8-9-ty-co-dien-tich-gom-48-9m2-vi-tri-cuc-ki-thuan-loi-ngay-tai-phuong-8-ho-chi-minh-1700062349863,"Quận 6, Hồ Chí Minh","Nhà có 3 PN bán nhà bán ngay với giá thỏa thuận chỉ 8.9 tỷ có diện tích gồm 48.9m2 vị trí cực kì thuận lợi ngay tại Phường 8, Hồ Chí Minh",3,3,182 Tr/m²
252,https://meeyland.com//ban-ho-can-nha-vi-tri-nam-ngay-phuong-3-quan-3-ban-ngay-voi-gia-khoi-dau-100-ty-dien-tich-khoang-252m2-tin-chinh-chu-1700064126914,"Quận 3, Hồ Chí Minh","Bán hộ căn nhà vị trí nằm ngay Phường 3, Quận 3 bán ngay với giá khởi đầu 100 tỷ diện tích khoảng 252m2 tin chính chủ",,,"396,83 Tr/m²"
71,https://meeyland.com//ban-nha-o-dien-tich-khoang-71m2-gia-ban-bat-ngo-chi-11-ty-vi-tri-thuan-loi-lac-long-quan-tan-binh-1700057418978,"Tân Bình, Hồ Chí Minh","Bán nhà ở diện tích khoảng 71m2 giá bán bất ngờ chỉ 11 tỷ vị trí thuận lợi Lạc Long Quân, Tân Bình",,,"154,93 Tr/m²"
57.3,https://meeyland.com//co-dien-tich-rong-57-3m2-ban-nha-vi-tri-dep-toa-lac-gan-binh-hung-hoa-ho-chi-minh-huong-dong-tong-quan-can-nha-nay-gom-1-pn-1-wc-vi-tri-thuan-loi-1700057372220,"Bình Tân, Hồ Chí Minh","Có diện tích rộng 57.3m2 bán nhà vị trí đẹp tọa lạc gần Bình Hưng Hòa, Hồ Chí Minh hướng Đông tổng quan căn nhà này gồm 1 PN 1 WC vị trí thuận lợi",1,1,"77,66 Tr/m²"
82,https://meeyland.com//dt-82m2-ban-nha-o-mat-tien-nam-o-cong-hoa-ho-chi-minh-hay-nhac-may-goi-ngay-1700058170280,"Tân Bình, Hồ Chí Minh","DT 82m2 bán nhà ở mặt tiền nằm ở Cộng Hòa, Hồ Chí Minh hãy nhấc máy gọi ngay",,,"164,63 Tr/m²"
120,https://meeyland.com//ban-can-nha-vi-tri-nam-o-au-co-ho-chi-minh-gia-ban-bat-ngo-chi-16-5-ty-dien-tich-chuan-120m2-tong-quan-can-nay-co-8-phong-ngu-10-wc-o-lau-dai-1700058927787,"Tân Bình, Hồ Chí Minh","Bán căn nhà vị trí nằm ở Âu Cơ, Hồ Chí Minh giá bán bất ngờ chỉ 16.5 tỷ diện tích chuẩn 120m2 tổng quan căn này có 8 phòng ngủ 10 WC ở lâu dài",10,8,"137,5 Tr/m²"
40,https://meeyland.com//nha-gom-4-phong-ngu-ban-nha-o-co-dien-tich-chinh-40m2-ban-ngay-voi-gia-hap-dan-4-69-ty-o-khuong-trung-khuong-trung-1700058970358,"Thanh Xuân, Hà Nội","Nhà gồm 4 phòng ngủ bán nhà ở có diện tích chính 40m2 bán ngay với giá hấp dẫn 4.69 tỷ ở Khương Trung, Khương Trung",3,4,"117,25 Tr/m²"
55,https://meeyland.com//ban-nha-vi-tri-dat-nam-ngay-tan-mai-tan-mai-gia-ban-cuc-soc-tu-8-9-ty-co-dien-tich-chung-55m2-trong-can-nay-gom-co-5-pn-1700059836279,"Hoàng Mai, Hà Nội","Bán nhà vị trí đặt nằm ngay Tân Mai, Tân Mai giá bán cực sốc từ 8.9 tỷ có diện tích chung 55m2 trong căn này gồm có 5 PN",5,5,"161,82 Tr/m²"
35,https://meeyland.com//ngoi-nha-gom-co-3-pn-ban-nha-gia-ban-cuc-soc-tu-3-95-ty-dien-tich-gom-35m2-vi-tri-cuc-ki-thuan-loi-ngay-tai-bac-tu-liem-ha-noi-1700059730828,"Bắc Từ Liêm, Hà Nội","Ngôi nhà gồm có 3 PN bán nhà giá bán cực sốc từ 3.95 tỷ diện tích gồm 35m2 vị trí cực kì thuận lợi ngay tại Bắc Từ Liêm, Hà Nội",,3,"112,86 Tr/m²"
130,https://meeyland.com//tong-quan-nha-nay-gom-co-4-phong-ngu-ban-nha-ban-ngay-voi-gia-cuc-re-31-5-ty-dien-tich-gom-130m2-vi-tri-mat-tien-toa-lac-o-hoang-cau-dong-da-1700060014556,"Đống Đa, Hà Nội","Tổng quan nhà này gồm có 4 phòng ngủ bán nhà bán ngay với giá cực rẻ 31.5 tỷ diện tích gồm 130m2 vị trí mặt tiền tọa lạc ở Hoàng Cầu, Đống Đa",4,4,"242,31 Tr/m²"
35,https://meeyland.com//gia-chi-8-ty-ban-nha-co-dien-tich-chung-la-35m2-vi-tri-mat-tien-toa-lac-ngay-tren-lang-ha-ha-noi-gia-tot-nhat-1700061254507,"Đống Đa, Hà Nội","Giá chỉ 8 tỷ bán nhà có diện tích chung là 35m2 vị trí mặt tiền tọa lạc ngay trên Láng Hạ, Hà Nội giá tốt nhất",,,"228,57 Tr/m²"
180,https://meeyland.com//ban-nha-vi-tri-dat-toa-lac-o-hoang-dieu-2-ho-chi-minh-ban-ngay-voi-gia-cuc-mem-7-8-ty-dien-tich-gom-180m2-1700065954527,"Thủ Đức, Hồ Chí Minh","Bán nhà vị trí đặt tọa lạc ở Hoàng Diệu 2, Hồ Chí Minh bán ngay với giá cực mềm 7.8 tỷ diện tích gồm 180m2",,,"43,33 Tr/m²"
